AnimalID,Name,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,class
A701127,,SCRP,Cat,Intact Female,2 years,Snowshoe Mix,Seal Point/White,Transfer
A701711,,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A698771,Lina,,Dog,Spayed Female,3 months,American Bulldog/Schnauzer Giant,White/Black,Adoption
A669187,Chuy,,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,Brown,Adoption
A703111,Kurt,,Dog,Neutered Male,2 months,Cardigan Welsh Corgi/Australian Cattle Dog,Red/White,Adoption
A690361,,,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Brown Tabby/White,Adoption
A687670,Prince,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,Adoption
A703373,Casper,,Dog,Neutered Male,4 years,Chihuahua Longhair/Maltese,White,Return_to_owner
A717154,Boom,Partner,Dog,Intact Male,1 month,Pekingese/Miniature Poodle,Tricolor,Transfer
A705781,Heihachi,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Brown Tabby,Transfer
A708014,Baguette,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Black,Transfer
A703856,Curlysue,,Dog,Spayed Female,9 years,Flat Coat Retriever Mix,Black,Adoption
A675323,Fluff,,Cat,Neutered Male,5 months,Domestic Medium Hair,Blue Tabby,Adoption
A683260,X,Partner,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,Blue Merle,Transfer
A668844,Buster,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Whippet,Brown Brindle,Adoption
A704791,Doc,Suffering,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,Euthanasia
A685711,,,Dog,Neutered Male,1 year,Catahoula,Brown/White,Adoption
A688232,Sally,Partner,Dog,Spayed Female,5 years,Labrador Retriever Mix,White,Transfer
A712696,,Partner,Dog,Intact Female,1 weeks,Shih Tzu Mix,White/Brown,Transfer
A718227,Tulsi,,Dog,Intact Female,11 months,Toy Poodle Mix,Brown,Return_to_owner
A678317,,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White,Transfer
A681090,Princessa,,Dog,Spayed Female,4 years,Chihuahua Shorthair/Dachshund,Black/Brown,Adoption
A717947,,,Dog,Neutered Male,4 months,Cairn Terrier Mix,White/Buff,Adoption
A646237,Mittens,,Cat,Spayed Female,9 years,Domestic Medium Hair Mix,Black,Return_to_owner
A680984,,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,Transfer
A713047,,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/White,Adoption
A705429,,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,Transfer
A696811,Donna,,Dog,Spayed Female,1 year,Great Pyrenees Mix,White,Return_to_owner
A708344,Jennifer,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,Adoption
A705128,Margie,Partner,Dog,Spayed Female,2 years,Catahoula/Australian Cattle Dog,White/Brown,Transfer
A675948,Ruby,Partner,Dog,Intact Female,2 years,Yorkshire Terrier Mix,Tan/Silver,Transfer
A706304,Mike,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,Transfer
A498537,Koby,,Dog,Neutered Male,9 years,Labrador Retriever Mix,Black,Return_to_owner
A717689,,SCRP,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Black/White,Transfer
A716327,Sasha,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown,Adoption
A705457,,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue,Return_to_owner
A687553,,,Dog,Spayed Female,3 years,Maltese/Miniature Poodle,White,Adoption
A698453,Palomo,,Dog,Neutered Male,2 years,Great Pyrenees Mix,White,Return_to_owner
A697730,,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby/White,Adoption
A697186,,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,Transfer
A674725,Monte,,Dog,Intact Male,19 years,Cocker Spaniel Mix,Black/White,Return_to_owner
A678222,Sherlock,,Dog,Neutered Male,2 months,Pointer Mix,White/Brown,Adoption
A713895,Oliver,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,Adoption
A690544,Esmerelda,Partner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan,Transfer
A685139,,,Dog,Spayed Female,3 months,Cavalier Span Mix,White/Black,Adoption
A713655,Tiny,,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,White/Tan,Adoption
A693438,Lobo,,Dog,Neutered Male,2 years,Golden Retriever/German Shepherd,Gold/Tan,Adoption
A691563,Handsome,,Dog,Neutered Male,11 months,Chihuahua Longhair Mix,Red/White,Return_to_owner
A704577,Big Cat,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,White/Blue,Return_to_owner
A713528,Marley,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/White,Adoption
A720653,,SCRP,Cat,Intact Female,,Domestic Shorthair Mix,Tortie,Transfer
A679384,,,Dog,Spayed Female,2 months,Australian Shepherd Mix,Chocolate/White,Adoption
A690476,,Partner,Dog,Intact Male,4 weeks,Labrador Retriever Mix,Black/White,Transfer
A685245,Rikki Tikki,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,Adoption
A708810,Mini Mouse,Partner,Dog,Intact Female,10 years,Chihuahua Shorthair Mix,Black/White,Transfer
A677586,,Partner,Cat,Intact Female,6 days,Domestic Medium Hair Mix,Torbie,Transfer
A683108,Clyde,,Dog,Neutered Male,8 years,Australian Cattle Dog/Akita,Brown/White,Return_to_owner
A530800,Barney,,Dog,Neutered Male,8 years,Labrador Retriever Mix,Chocolate/White,Return_to_owner
A716000,,SCRP,Cat,Unknown,3 years,Domestic Shorthair Mix,Brown Tabby,Transfer
A673069,Lala,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White,Transfer
A691693,,Suffering,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue Tabby,Euthanasia
A668031,Simba,,Dog,Neutered Male,2 years,Rhod Ridgeback,Red,Adoption
A670148,Rosie,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White,Adoption
A715010,Boxochocolat,Partner,Dog,Spayed Female,2 years,Shih Tzu Mix,Gray/Tan,Transfer
A675568,Buddy,,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,Brown/White,Adoption
A697092,Rocky,Aggressive,Dog,Neutered Male,3 years,Labrador Retriever Mix,Chocolate,Euthanasia
A700991,Xbox,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A667579,Beth,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,Transfer
A718752,Coby,,Dog,Neutered Male,10 months,Plott Hound Mix,Tricolor,Adoption
A681220,Bitsie,Foster,Dog,Spayed Female,3 years,Whippet/Shetland Sheepdog,Tricolor,Adoption
A682615,Lucy,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby,Adoption
A665021,,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,Transfer
A663796,Gavroche,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,Adoption
A667836,,Suffering,Cat,Neutered Male,9 years,Siamese Mix,Seal Point,Euthanasia
A720402,Stanley,,Dog,Neutered Male,4 years,Lhasa Apso Mix,Black/White,Adoption
A713722,Blaze,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,Return_to_owner
A680871,Two Bit,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,Transfer
A699942,Tuby,Suffering,Cat,Neutered Male,17 years,Domestic Shorthair Mix,White/Blue,Euthanasia
A685484,,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A701602,,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan,Transfer
A665012,Cookie,,Dog,Spayed Female,3 months,Pit Bull Mix,Fawn,Adoption
A669982,Wrigley,,Dog,Spayed Female,1 year,German Shorthair Pointer Mix,Chocolate/White,Adoption
A664274,Estrella,,Dog,Spayed Female,8 years,Siberian Husky Mix,Buff,Adoption
A708052,Romen,,Dog,Neutered Male,3 years,Pit Bull,White/Tan,Return_to_owner
A684297,Dj,Suffering,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Tan,Euthanasia
A677670,,Partner,Dog,Intact Female,4 weeks,Blue Lacy/American Bulldog,Brown/White,Transfer
A691053,Luke,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/Tan,Adoption
A688608,,Foster,Dog,Neutered Male,4 years,Dachshund,Red,Adoption
A676357,,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown,Transfer
A686726,,Partner,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Black/White,Transfer
A685010,Rose,,Dog,Spayed Female,5 months,German Shepherd Mix,Brown/Black,Adoption
A552342,Passion,Partner,Dog,Spayed Female,4 years,Cocker Spaniel,Black,Transfer
A685363,Ella,,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black/White,Adoption
A704319,,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,Transfer
A705987,Rocky,,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,Blue/White,Return_to_owner
A720250,Shoshonna,,Dog,Spayed Female,1 year,Labrador Retriever/Vizsla,Red,Adoption
A672013,,SCRP,Cat,Unknown,2 years,Domestic Longhair Mix,White/Orange Tabby,Transfer
A686100,,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,Adoption
A681453,Vern,Partner,Dog,Neutered Male,1 year,American Bulldog Mix,White,Transfer
A685677,Howdy,,Dog,Neutered Male,8 years,Siberian Husky Mix,Brown/White,Adoption
A703287,Reuben,Partner,Dog,Neutered Male,1 year,Australian Kelpie Mix,Red,Transfer
A685032,,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,White/Black,Transfer
A717277,,SCRP,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby,Transfer
A686631,Kasey,,Dog,Spayed Female,1 month,Border Collie Mix,Chocolate/White,Adoption
A703541,Clifford,Partner,Dog,Intact Male,2 months,Newfoundland Mix,Black/White,Transfer
A668789,Nelly,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,Adoption
A713998,Lion Cat,Partner,Cat,Neutered Male,4 years,Domestic Longhair Mix,Brown Tabby/White,Transfer
A711005,Chesnut,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Brown/Black,Adoption
A630888,Rena,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,Adoption
A715180,Biggie Small,,Dog,Neutered Male,9 months,Papillon Mix,White/Black,Adoption
A697001,,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Merle,Return_to_owner
A713644,,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby,Transfer
A720082,,Partner,Dog,Intact Male,2 weeks,Labrador Retriever Mix,Brown Merle,Transfer
A688959,Pricilla Sue,,Dog,Spayed Female,2 years,Chihuahua Shorthair/Yorkshire Terrier,Black/Red,Return_to_owner
A689444,Josh,Partner,Dog,Neutered Male,2 months,Doberman Pinsch Mix,Black/Tan,Transfer
A691631,,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,Transfer
A700435,,,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Tricolor,Adoption
A688933,Tedi,,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Tan,Return_to_owner
A708288,Frannie,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Brown,Transfer
A672281,,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,Adoption
A705932,,Partner,Dog,Intact Male,3 years,German Shepherd Mix,Brown/Black,Transfer
A701000,Gabriella,Partner,Dog,Spayed Female,10 years,Rottweiler Mix,Black/Tan,Transfer
A694494,Fifi,,Dog,Spayed Female,5 years,Pit Bull Mix,White/Black,Adoption
A710646,Gino,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Rat Terrier,Red/White,Adoption
A707691,Anton,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,Transfer
A714080,Brent,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,Transfer
A718414,Tito,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black,Return_to_owner
A703982,Ivy,,Dog,Spayed Female,2 years,Staffordshire Mix,Brown/White,Adoption
A690869,Sassy,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,Adoption
A702392,Kermit,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,Adoption
A695603,Feather,,Dog,Intact Female,2 months,Pit Bull Mix,Brown/White,Return_to_owner
A687478,,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Blue/Tan,Return_to_owner
A693161,,Foster,Dog,Spayed Female,1 month,Australian Cattle Dog/Border Collie,Black/White,Adoption
A692294,,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown Brindle/Black,Transfer
A688285,Princess,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Brown/Black,Adoption
A718140,China,,Dog,Spayed Female,1 year,Miniature Schnauzer Mix,Black/Brown,Adoption
A699899,Abby,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,Adoption
A668824,Valentine,Partner,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Black/Tan,Transfer
A719480,Ricky,Partner,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Brown Tabby/White,Transfer
A667723,Sammy,Partner,Dog,Intact Male,2 months,Catahoula Mix,Blue Merle/White,Transfer
A697208,,Partner,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Brown Tabby,Transfer
A710520,Harley,,Dog,Intact Male,5 months,Yorkshire Terrier,Red/Black,Return_to_owner
A687500,,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A695069,Kayla,Partner,Dog,Spayed Female,8 years,Shih Tzu Mix,Gray,Transfer
A705875,Ash,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Silver Tabby,Adoption
A704382,Sky,,Dog,Spayed Female,2 years,Pit Bull/Boxer,Blue/White,Adoption
A609637,Cinnamon,,Dog,Spayed Female,7 years,Rottweiler Mix,Black/Tan,Return_to_owner
A664953,Figgy,In Foster,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White,Died
A718705,Thor,,Dog,Neutered Male,2 years,Siberian Husky Mix,Black/White,Adoption
A715896,Birch,,Dog,Neutered Male,3 years,Chinese Crested Mix,Black/Tan,Return_to_owner
A691423,Blacky,Suffering,Dog,Intact Male,7 years,Yorkshire Terrier Mix,Brown/Black,Euthanasia
A669817,Jj,,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Black,Adoption
A716646,,,Dog,Neutered Male,5 months,Carolina Dog Mix,Sable,Adoption
A719846,Ziggy,,Dog,Intact Female,1 year,Pit Bull Mix,White/Tan,Return_to_owner
A666851,Chipmunk,,Dog,Spayed Female,1 year,Border Collie,Black/White,Adoption
A666732,Egypt,,Dog,Neutered Male,2 months,Pointer Mix,Black/White,Adoption
A687583,Magilla,,Dog,Neutered Male,4 years,Pit Bull/Mastiff,Brown,Adoption
A689482,Yogi,,Dog,Neutered Male,7 years,Pit Bull Mix,Brown/White,Return_to_owner
A686411,,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,Transfer
A684496,Rosie,,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black/White,Adoption
A714864,Kiki,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White,Adoption
A678375,Chico,,Dog,Neutered Male,3 years,German Shepherd/Labrador Retriever,Sable,Return_to_owner
A691910,Dazzle,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie,Transfer
A693453,Bartholomew,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,Adoption
A682284,Julius,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A687994,,Partner,Dog,Spayed Female,1 year,Australian Shepherd,Tricolor,Transfer
A681025,Simone,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Red/White,Adoption
A696995,Gunner,Partner,Dog,Neutered Male,12 years,Cardigan Welsh Corgi Mix,Blue Merle,Transfer
A695182,Che,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White,Adoption
A699233,Winston Theo,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby,Adoption
A693156,Grey Boy,Partner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Blue,Transfer
A691619,Sam,,Dog,Neutered Male,1 year,Labrador Retriever/Black Mouth Cur,Sable,Adoption
A673938,Seamus,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,Adoption
A664941,Tequila,,Dog,Spayed Female,5 years,Pit Bull Mix,Red/White,Return_to_owner
A665413,Anabel,Partner,Dog,Spayed Female,4 months,Plott Hound Mix,Brown Brindle/White,Transfer
A662568,Memphis,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black,Adoption
A687173,Sparky,Partner,Dog,Intact Female,2 years,Australian Shepherd Mix,Brown Merle,Transfer
A704137,Moosey,Foster,Cat,Neutered Male,2 months,Maine Coon Mix,Brown Tabby,Adoption
A676457,Rainy Bow,Partner,Dog,Spayed Female,15 years,Dachshund Mix,Black/Tan,Transfer
A683875,,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby,Transfer
A708955,,,Dog,Neutered Male,4 months,Plott Hound Mix,Tan/White,Adoption
A681502,Izy,Partner,Dog,Spayed Female,2 months,Australian Shepherd/Labrador Retriever,Tan/White,Transfer
A689279,Wren,,Dog,Spayed Female,2 years,Rat Terrier Mix,White/Brown,Return_to_owner
A459859,Frankie,Partner,Dog,Neutered Male,8 years,Pit Bull,White/Brown Brindle,Transfer
A673087,Trini,,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Brown/Black,Adoption
A676510,,Partner,Dog,Intact Male,6 months,Pit Bull Mix,Black/White,Transfer
A689615,Nigel,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A533106,Cookie,,Dog,Neutered Male,7 years,Podengo Pequeno Mix,Black/White,Adoption
A713333,Chucky,,Dog,Neutered Male,2 years,Yorkshire Terrier,Black/Tan,Return_to_owner
A708855,Steve,,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black,Return_to_owner
A685972,Canelo,Partner,Dog,Neutered Male,3 months,Chihuahua Shorthair/Dachshund Wirehair,Brown/White,Transfer
A665218,Crickett,Partner,Dog,Intact Female,6 months,German Shepherd,Brown/Black,Transfer
A689605,Bea,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Torbie,Adoption
A700549,Lisa,Foster,Dog,Spayed Female,1 month,Border Collie/Plott Hound,Black/White,Adoption
A687094,Felix,Partner,Dog,Intact Male,7 years,Labrador Retriever Mix,Black Brindle/Brown,Transfer
A702930,Mackenzie,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,Adoption
A697276,Troy,,Dog,Intact Male,9 years,Queensland Heeler Mix,Blue Tick/Tan,Return_to_owner
A696731,Jax,Partner,Dog,Neutered Male,2 years,German Shepherd Mix,Sable,Transfer
A694840,,Partner,Dog,Intact Male,2 weeks,Border Collie Mix,White/Black,Transfer
A665642,Rudy,,Dog,Intact Male,3 years,Miniature Schnauzer,Gray,Return_to_owner
A696987,,SCRP,Cat,Intact Male,4 years,Domestic Shorthair Mix,Brown Tabby,Transfer
A694650,Betsy,,Dog,Spayed Female,8 months,Boxer/American Staffordshire Terrier,Brown Brindle/White,Return_to_owner
A695869,,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black Tabby,Transfer
A681224,Claude,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,Transfer
A701658,,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico,Transfer
A671516,Vader,,Dog,Neutered Male,5 years,Labrador Retriever/Border Collie,Black,Return_to_owner
A689335,Bo,,Dog,Neutered Male,2 months,German Shepherd/Border Collie,Tricolor,Adoption
A696251,,Partner,Dog,Intact Female,3 weeks,Chihuahua Shorthair,Cream/White,Transfer
A710843,Wellington,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue,Transfer
A696431,Alice,Partner,Dog,Spayed Female,3 years,Pit Bull Mix,White/Blue,Transfer
A675591,,,Dog,Neutered Male,10 months,Welsh Terrier Mix,Black/Brown,Adoption
A688191,Henry,,Dog,Neutered Male,1 year,Flat Coat Retriever Mix,Black,Adoption
A677593,,Partner,Dog,Intact Female,3 months,Labrador Retriever Mix,Black,Transfer
A669463,Bailey,,Dog,Neutered Male,12 years,Rat Terrier/Chihuahua Shorthair,White/Brown,Return_to_owner
A661383,Mirabai,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico,Transfer
A685382,Dachs,,Dog,Neutered Male,4 months,Chihuahua Shorthair/Dachshund,Red/White,Adoption
A707193,Bud,,Dog,Neutered Male,4 months,Pointer Mix,Black/White,Adoption
A700799,Ethel,Partner,Cat,Spayed Female,8 months,Domestic Medium Hair Mix,Black/White,Transfer
A672285,,,Dog,Spayed Female,2 years,Beauceron Mix,Black/Brown,Return_to_owner
A662404,Cookie,Offsite,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,Adoption
A710674,Bentley,,Dog,Neutered Male,3 years,Bull Terrier,Brown Brindle,Return_to_owner
A674583,Winslow,,Dog,Neutered Male,2 years,American Bulldog Mix,White/Brown,Adoption
A670003,Dexter,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black,Adoption
A679632,,Partner,Dog,Intact Female,5 months,Labrador Retriever Mix,Black/White,Transfer
A700119,,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,Torbie,Transfer
A720616,Dr Cat,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,Return_to_owner
A702219,Daphnie,,Dog,Spayed Female,12 years,Yorkshire Terrier Mix,Tan/Gray,Return_to_owner
A706322,,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A694286,,Partner,Dog,Spayed Female,1 year,Dachshund Mix,Black/Brown,Transfer
A667958,,Partner,Dog,Intact Female,5 months,Pointer Mix,White/Brown,Transfer
A711472,Zion,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,Adoption
A701138,Georgie,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie,Transfer
A691828,Lily,Aggressive,Dog,Intact Female,2 years,Labrador Retriever Mix,Black/White,Euthanasia
A666185,,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Orange Tabby,Transfer
A698481,Paige,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,Transfer
A696856,Kayla,,Dog,Spayed Female,3 years,Pit Bull Mix,Red/White,Return_to_owner
A665689,,Suffering,Cat,Intact Female,5 years,Domestic Longhair,Blue Tabby,Euthanasia
A667062,,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,Adoption
A681696,Bo Bo,Foster,Dog,Neutered Male,1 year,Labrador Retriever Mix,Sable/White,Adoption
A680405,Socks,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,Adoption
A702117,Ruby,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,Adoption
A710245,Trout,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Torbie,Return_to_owner
A674386,Baxter,,Dog,Neutered Male,2 years,Border Terrier Mix,Tan/Black,Adoption
